chromosome,distance_bin_bp,mean_r2,median_r2,n_pairs
2,1387500,0.0309206371294179,0.01075308601637,200
2,1237500,0.0319907916696761,0.0102878620572621,173
2,1662500,0.0312267677252789,0.010300505549463,194
2,1787500,0.0342072532678793,0.0116110564842129,199
2,562500,0.0406428238754518,0.01156143157927,194
2,1087500,0.0390955138515118,0.012073650953319,188
2,237500,0.0676865467028242,0.0181101483206817,191
2,362500,0.0392651871128051,0.0167362662766621,217
2,1262500,0.0359042156455722,0.0116496986273616,185
2,1712500,0.0345382928928218,0.0135538109531892,184
2,637500,0.0370023319179067,0.0123177352326702,186
2,837500,0.0369908590064246,0.0115986919813255,203
2,212500,0.041849145741384,0.0152294897679956,201
2,1362500,0.0330901211880696,0.0130941144731096,176
2,1862500,0.0410372050932513,0.0106252195293291,185
2,137500,0.0570392793572847,0.0144544263997235,233
2,1962500,0.0255663574549849,0.012425763212012,169
2,112500,0.0509635589615879,0.0128913244333951,205
2,1562500,0.0354349733743255,0.0123976671964914,176
2,1537500,0.0295388638678058,0.0122968712102837,199
2,262500,0.0403258018735157,0.0155376562246389,199
2,337500,0.0462868250564449,0.0119035483847396,179
2,787500,0.0463742746748159,0.0119417321538935,165
2,1337500,0.0320890543295753,0.0122126436781609,175
2,1812500,0.0320412411284799,0.0115446509110088,192
2,387500,0.0435571068140857,0.0136048484025579,206
2,1887500,0.0254045425708796,0.0115104869373237,183
2,1587500,0.028993848787367,0.00947898306490658,196
2,1512500,0.0262398478636863,0.0109464345193438,182
2,187500,0.0517647496591873,0.01202294373691,223
2,737500,0.0370819587476274,0.0113067065001457,180
2,1912500,0.0315836891197909,0.00819504665047335,191
2,1612500,0.0337399414546362,0.0107048230392498,172
2,612500,0.0411221417659796,0.0170407682649726,170
2,1437500,0.0291670055706235,0.0101619847806754,181
2,862500,0.0306621670235138,0.0110047037220686,179
2,1487500,0.0278354766159093,0.010412075080162,175
2,62500,0.0720952979673803,0.0219029374980825,206
2,1312500,0.0365625030070849,0.00995988268099149,166
2,1062500,0.0313674541037684,0.0143633485719112,175
2,1187500,0.0338582404645902,0.0114280622787014,200
2,987500,0.0310687320128354,0.0119181827272514,161
2,912500,0.0386377118772833,0.0138467058920454,178
2,287500,0.0532263352996842,0.0150874372395031,220
2,1937500,0.0326951591266604,0.0134283365305565,185
2,812500,0.0291319407469443,0.0105885377021412,195
2,1412500,0.0367260693471516,0.0160919149265238,156
2,1462500,0.0326563173120893,0.0122566536865325,168
2,887500,0.034733565905801,0.0128220335962898,206
2,937500,0.0404655714618047,0.01184645876335,161
3,1387500,0.0431293795794221,0.0161235793180015,170
3,862500,0.049902869821553,0.0144222798685041,170
3,487500,0.0496611549849296,0.0119994132766884,181
3,1012500,0.0481117362032568,0.0172479867657907,166
3,1562500,0.0421970742958766,0.0122922497877817,180
3,1862500,0.0593614009484567,0.0159376531869204,207
3,1112500,0.0454108227239292,0.0117315858225566,198
3,1762500,0.0456915008336987,0.0113608298120251,186
3,1362500,0.0427011001140711,0.0167964001515708,190
3,262500,0.0549038917078525,0.0156580056803053,213
3,1087500,0.0408335276666914,0.012003149259632,189
3,287500,0.0555332794636269,0.0149232316712126,223
3,12500,0.0845575916746285,0.0195631380016023,316
3,1912500,0.0302236284952236,0.0106612587540903,171
3,587500,0.0435641909236488,0.0187070364385268,200
3,812500,0.0400835603428997,0.0132552482218004,202
3,937500,0.0358177562165314,0.0118889122835373,177
3,1312500,0.0430125264444955,0.0101741905246445,167
3,87500,0.0630039678242081,0.0170380299904444,229
3,412500,0.0483684840186027,0.0166215306048179,208
3,1062500,0.0441782665751606,0.015512390890718,194
3,162500,0.0575130335670531,0.0165150817713015,234
3,837500,0.0413539017959591,0.0174969070491911,176
3,762500,0.0510457176202243,0.0105298443007155,180
3,1737500,0.0326576618560255,0.0137889064457304,163
3,62500,0.0622024785086641,0.0192510925940811,231
3,1287500,0.0461651289838065,0.0141227259029997,164
3,362500,0.0579262534018988,0.0145371530417988,204
3,612500,0.0487973214142294,0.0107668752072912,181
3,387500,0.0457531643549362,0.0156831273924674,188
3,1787500,0.0417141984069849,0.0155042398843862,164
3,537500,0.0620468694330293,0.0237676508108517,189
3,1437500,0.0474699633010157,0.0122433312092672,155
3,1937500,0.0480068092149144,0.0107206670637284,175
3,912500,0.0452129701860491,0.0121148899228662,170
3,187500,0.07382965711175,0.0240035990402559,227
3,737500,0.0402309661295897,0.0123917656717111,201
3,137500,0.0587794017904023,0.0174596511411313,221
3,1687500,0.0616390330271829,0.0195004293988008,160
3,637500,0.0459103501149289,0.0109072105352336,202
3,1887500,0.0415296767004737,0.0129563623722136,178
3,962500,0.0526044377351853,0.0191740151436469,159
3,1962500,0.0403128997703235,0.0112240970840431,184
3,987500,0.0400424198482267,0.0140668941631783,177
3,1587500,0.0305599183466929,0.0109731458937155,202
3,37500,0.0628037774462787,0.019998438976076,231
3,1537500,0.0366129614555666,0.0134839666089833,172
3,1812500,0.0370846622675641,0.0107135893179871,166
3,1212500,0.040803998440234,0.0144535607469433,164
3,562500,0.0450419745132554,0.0185952810598209,219
3,1237500,0.0322668762745519,0.0112228909669719,205
3,1337500,0.0477729097715044,0.0138228664184983,170
3,687500,0.0414432614772204,0.012805550463466,198
3,437500,0.0571522795897211,0.0164240492097361,183
3,1037500,0.0502450410284867,0.0169977464860201,198
3,712500,0.0633342470342389,0.0189624802133606,172
3,1612500,0.0398237167400605,0.0119327143233278,184
3,1637500,0.042786844075165,0.0152122656494886,173
3,337500,0.0646157112394078,0.0128674173848379,196
3,1712500,0.0381716354388672,0.0112761360272653,178
3,787500,0.0384779473354753,0.0115859288499379,176
3,1412500,0.0369055003753251,0.012266214077153,189
3,312500,0.0602337082876629,0.0165730721818929,205
3,1187500,0.0681539097165655,0.0185044867605906,175
3,1262500,0.0478446965267273,0.0104061280531868,153
3,1837500,0.0452100513020501,0.0159469766100782,182
3,112500,0.071473416032547,0.0145961952531817,211
3,1162500,0.0480975920128294,0.018061433447099,165
3,512500,0.0665396224835548,0.0156072010159833,178
3,1987500,0.0469727805912016,0.0135726237158893,171
3,1487500,0.0479498683631756,0.0166982072241129,159
3,1662500,0.0404648696745957,0.0145522077778086,157
3,1137500,0.0435618796452854,0.0156145594692631,165
3,1462500,0.0452233624954067,0.0114085832333367,145
3,1512500,0.0381226142675785,0.0130948488662929,185
3,462500,0.05026638521816,0.0140581295127104,194
3,237500,0.043330379638772,0.0133782929874093,184
3,887500,0.049157843252216,0.0133003401782573,182
3,212500,0.0639128006924522,0.0154981422544331,224
3,662500,0.0509429069254743,0.0160464284198649,169
4,237500,0.0384996763208245,0.00947466056095122,216
4,1687500,0.0321821631923464,0.0114342073938034,193
4,787500,0.0272354305522844,0.00978200764460309,179
4,312500,0.0253395871716497,0.00969257434774679,209
4,637500,0.023840787898172,0.00806778851891637,185
4,1037500,0.0273920843165657,0.0071478352392331,163
4,1437500,0.0339688731585455,0.0100377547150065,184
4,1287500,0.0288072034291417,0.0104534467758528,190
4,1987500,0.0393476961441783,0.0105614509785233,194
4,1937500,0.0275658513034372,0.0102463897204936,206
4,1712500,0.0295066287454798,0.00954003407155025,171
4,687500,0.0320928260981211,0.01126998001998,193
4,212500,0.0405197037808496,0.0123456790123458,211
4,1862500,0.0229978187149762,0.00764897156684817,179
4,1837500,0.0301293309982407,0.0100119320271489,157
4,737500,0.0345323512053491,0.0113026819923372,203
4,437500,0.0294909621873092,0.0100487218972327,204
4,1962500,0.0271942252747096,0.0105255399067592,178
4,387500,0.0339294919853766,0.0104844053843405,199
4,62500,0.0453902105268245,0.0130683544173223,220
4,1512500,0.0321802128059293,0.0103199174406605,183
4,1062500,0.0350265241585785,0.0152635246653218,189
4,912500,0.0290485684452847,0.0111372232437846,185
4,962500,0.0296943597319526,0.00871750876534884,188
4,562500,0.0398600569667863,0.0153928051923465,175
4,662500,0.0282137752487792,0.0116262171196047,181
4,12500,0.0577817342205547,0.0124871286913171,281
4,1537500,0.0300484001644414,0.00931919180863531,172
4,1737500,0.0313298063031201,0.0095405774755446,195
4,1912500,0.0238563626864481,0.0078628365286158,191
4,1212500,0.0319309277762444,0.010260119362357,160
4,1162500,0.029848773387433,0.0124701723131031,165
4,1137500,0.0257506494432119,0.00980430089790053,176
4,1612500,0.0311227684407381,0.0124919444889584,160
4,162500,0.0429408290090927,0.0117289794928282,204
4,512500,0.0305523858126689,0.01249554674959,171
4,762500,0.0314056005375777,0.00919882093159555,174
4,462500,0.0378421415433416,0.00956016617685192,183
4,262500,0.0332063454386338,0.01349430456492,224
4,1662500,0.0325877154527831,0.0102524303140594,190
4,1312500,0.0334614343174158,0.0114995812742997,172
4,1762500,0.0275370916160376,0.0132808543910995,162
4,1362500,0.0373727840445865,0.0108465722955263,164
4,1087500,0.024289888399138,0.00950893116960501,183
4,937500,0.0282376884226071,0.0110013471037269,179
4,112500,0.0365281159230232,0.0122129695509783,212
4,1412500,0.0251788391877609,0.0116845180136318,157
4,1787500,0.0331243092479664,0.0102768456375839,159
4,862500,0.0294633242471185,0.0124616305643228,167
4,987500,0.0221914065836097,0.0102114401699507,200
4,812500,0.0313056551000941,0.0114379084967319,169
4,287500,0.0324945019679095,0.0132994057424323,202
4,1887500,0.0288464485647228,0.00942649360213571,157
4,1587500,0.0268987731467321,0.0112325046728288,158
4,837500,0.0308134535263666,0.0105359648795997,190
4,1562500,0.0273884252342057,0.00901893476636959,199
4,1237500,0.0268661065222536,0.0124192168957618,200
4,1387500,0.025202229986648,0.00759052901296624,170
4,1487500,0.0271777250152656,0.0101508115697086,188
4,1812500,0.0275424970738901,0.0110530038906573,207
4,1262500,0.0272339954119312,0.009455799809371,179
4,1187500,0.0311692351760381,0.0102990112739842,182
4,37500,0.048561696334148,0.0112750678305673,210
4,887500,0.0300963495252827,0.0104693035814395,205
4,1637500,0.0283086849523775,0.0111463047543875,180
4,412500,0.0350040128133886,0.00983044685886588,193
4,487500,0.0314179539661715,0.0101819517115465,190
4,87500,0.0456480561273794,0.0118768831997674,203
4,1112500,0.0335328796808067,0.0106954225352112,183
4,1012500,0.0249812510981462,0.00936052710416557,170
4,712500,0.0260833712069553,0.00876155622693898,196
4,537500,0.0340356094948072,0.010639761247626,188
4,1462500,0.0322402530845311,0.0128617651307238,181
4,587500,0.0297343414938539,0.0102725361877933,186
4,362500,0.029500471800726,0.0102648733109852,178
4,1337500,0.0328120305254861,0.0123727468604528,194
4,137500,0.0392929639997342,0.0104897077813952,188
4,612500,0.0382274621159834,0.0139434451987825,206
4,187500,0.036712712888919,0.00972591397841498,204
4,337500,0.0397314574305129,0.0132907811245439,200
5,662500,0.0363512040344768,0.0134637556281023,169
5,1212500,0.0327830097094193,0.0119947120369547,199
5,962500,0.0313156847674785,0.0125181310126637,171
5,362500,0.0368200575174075,0.0153269074637016,163
5,712500,0.0314727674498688,0.0112037216514829,177
5,462500,0.0421372377964832,0.0115027242635635,202
5,1037500,0.0361966059636892,0.0131927903700858,177
5,887500,0.0368643521191804,0.0102607214856567,201
5,1112500,0.0341649958749432,0.0129838913031051,198
5,1987500,0.0272316936325285,0.0104223439828779,179
5,1387500,0.0268998937850792,0.0114407777148089,179
5,162500,0.0506339060298139,0.013593414711366,203
5,1837500,0.0356945576252495,0.013721234309565,182
5,812500,0.0289599682825467,0.0093551526099484,199
5,312500,0.04270372234618,0.0114479585740122,198
5,37500,0.0800575028966408,0.0141243152214671,222
5,1262500,0.0349020957765573,0.0136807817589576,187
5,12500,0.0688673438277357,0.0174769200218334,330
5,112500,0.0516325932404033,0.0127378592602797,190
5,837500,0.0303390920137628,0.00786435868750696,182
5,1662500,0.0400241560298363,0.0160827701433934,156
5,1587500,0.0299051323049282,0.0112908729601156,199
5,587500,0.0351523070790865,0.0125975725699486,181
5,212500,0.0490406544699866,0.0112521950560582,197
5,1537500,0.0236432530880228,0.0108414438851526,184
5,737500,0.0319876069415262,0.0131823721431554,180
5,1962500,0.0335600286235799,0.013151308304892,193
5,287500,0.0553265235804389,0.0193500556916911,189
5,987500,0.0308180319764253,0.0116220828062789,181
5,1237500,0.0349188907009422,0.0100206348534696,186
5,1562500,0.0269636295631019,0.0121804406520306,179
5,1362500,0.0343345320106433,0.00813316318962372,194
5,337500,0.0459367459932038,0.0139947653198438,197
5,1787500,0.0277221291383965,0.0110176046884876,184
5,562500,0.0413849631476893,0.0125124045389826,181
5,487500,0.0289043055960778,0.0116851538480194,185
5,1462500,0.0322536228516594,0.0113206978876141,184
5,137500,0.0560178158198084,0.0104195834645496,184
5,1162500,0.0342324482774563,0.00911526114870728,191
5,687500,0.0363767535100609,0.0113369525211631,199
5,1437500,0.0342904326874292,0.015354891668339,189
5,762500,0.032935249582798,0.0127646446682166,188
5,787500,0.0333266913339007,0.0082592381107758,195
5,1862500,0.0325548095503787,0.0131110424091013,166
5,537500,0.0375436757250888,0.0131904058640777,189
5,937500,0.0351842444629085,0.0127325641825174,201
5,1762500,0.0348962268185149,0.0133318105935662,179
5,1137500,0.0476085850506957,0.00914438763908013,196
5,512500,0.039994745919218,0.00899694890904538,172
5,387500,0.042621726661818,0.0126191436771885,191
5,637500,0.043051148085818,0.00929463964629658,202
5,1087500,0.0385830503948374,0.0157951387693338,182
5,1937500,0.0395286163190883,0.0111214918158024,159
5,1637500,0.0320296989851824,0.0117347274977996,184
5,612500,0.0507184812233862,0.00956147556590379,175
5,1687500,0.0317408473241613,0.00907497640463494,173
5,1062500,0.0237155361722711,0.00891256679195895,180
5,1737500,0.0303688570603711,0.00954331885442451,178
5,412500,0.0352979001340516,0.0135029515669893,166
5,1487500,0.0273084010357249,0.00848315942978355,179
5,62500,0.0529335443019949,0.014555993545085,213
5,87500,0.0492647851757875,0.0114555412671229,230
5,1312500,0.0294537954209019,0.0144367727294674,175
5,1337500,0.0276950536353453,0.00940834040651467,176
5,1812500,0.0222730808240848,0.00947921398779703,179
5,1412500,0.0315296804562208,0.0101309959881388,189
5,1912500,0.0227145215883505,0.0132715980827373,194
5,1612500,0.02221185545515,0.00915391990564696,159
5,912500,0.0333745498348494,0.00937522571212003,184
5,1287500,0.0279750331163831,0.00949141511188248,183
5,262500,0.0340928240279741,0.0114690706987962,193
5,1887500,0.026915151147057,0.00897786317384719,188
5,187500,0.0559368509695816,0.0126884250706197,200
5,862500,0.0340020218445403,0.0090299277605778,171
5,1512500,0.0229194943167658,0.0087567567567567,151
5,1187500,0.0286822734350393,0.0092262597491875,172
5,1712500,0.0226993611232094,0.00956053037655886,182
5,437500,0.0345462405866676,0.0106366619430577,196
5,237500,0.0449117605857122,0.0135456055522714,200
5,1012500,0.0356553579883351,0.010408910817074,167
6,12500,0.0890905622618578,0.0215974511552045,293
6,987500,0.0546218770798234,0.0137278327865203,205
6,212500,0.0659124072750586,0.0160146309668512,205
6,162500,0.0608375884133946,0.0169731931748488,212
6,1287500,0.0449016738143839,0.0160186009968876,170
6,562500,0.0609656092830343,0.0154064339121072,194
6,1912500,0.0607297985463517,0.0182339074826121,189
6,1262500,0.0497342938880568,0.0170908665088765,199
6,462500,0.0526458283272286,0.0156909942074877,172
6,1887500,0.0710048419650905,0.017831186644277,172
6,1037500,0.0474846361335722,0.0144960634618799,169
6,787500,0.0379238027237402,0.0122030920802752,171
6,62500,0.0733873145377059,0.0220372352174005,191
6,112500,0.070929814186566,0.0145834131650499,208
6,1312500,0.0546307846336014,0.017592470422659,161
6,37500,0.0831399740075765,0.0249435322603962,209
6,1537500,0.0422904720726459,0.0131979264848345,184
6,712500,0.0705306862563653,0.0170813441057658,189
6,1962500,0.0395229182372312,0.0108815132480796,172
6,1562500,0.0520344389630574,0.0165289834239247,160
6,87500,0.0807917477412878,0.0183904727535186,235
6,862500,0.0348606205436691,0.01306360815152,198
6,512500,0.0423732634284598,0.0128273866456154,185
6,1212500,0.0604648298620195,0.0161070540401847,195
6,587500,0.0607415405621241,0.015139210757544,194
6,537500,0.0421539935916156,0.0146490712357417,196
6,1812500,0.0518609977747819,0.0137956356849795,176
6,1687500,0.0652531216406325,0.0162670618241808,170
6,1137500,0.0444008727575208,0.0147325821395223,206
6,1462500,0.0479630899885134,0.017733563698062,186
6,187500,0.0591382009515394,0.0189235648161978,210
6,412500,0.0498714102409683,0.0165317293626435,202
6,937500,0.0558186751972319,0.011939897249377,210
6,487500,0.050513245200393,0.0164450275466017,182
6,1512500,0.0387655101601854,0.00892960899630475,153
6,237500,0.054605576253341,0.0148904090536121,220
6,1337500,0.0479976793813523,0.0198441129000512,175
6,687500,0.0729300001097659,0.0172950530906095,211
6,912500,0.0739080996663154,0.0177316741947864,185
6,1612500,0.0457365400717934,0.0152602198973166,171
6,437500,0.0520638016160187,0.015221121318106,173
6,312500,0.0482572268027036,0.015158660185354,196
6,812500,0.0366818718872137,0.0137541284373441,188
6,1662500,0.06694362747297,0.0205361516475888,189
6,1937500,0.058226921405606,0.0195534668053837,173
6,1787500,0.0416697958629196,0.0122824933908623,162
6,1712500,0.0543190611854842,0.0160033843899214,154
6,887500,0.0443562923577295,0.0136913985208065,210
6,387500,0.0630590590617915,0.0217769225169942,198
6,1987500,0.0369171198819547,0.0124364695326392,164
6,287500,0.0815714686495268,0.0262667135476295,220
6,737500,0.0474289683981076,0.0193668664832379,202
6,1487500,0.0469331771400551,0.017467429806058,206
6,1012500,0.039233112864249,0.0126219141235166,168
6,1737500,0.0458309191894737,0.0124354265612551,156
6,337500,0.0568937146025869,0.0215905762918935,179
6,612500,0.0433850059380223,0.015711617498221,168
6,262500,0.0643315181830364,0.016770216148881,202
6,1387500,0.0557018854110808,0.017313374859537,169
6,1862500,0.0554019765699718,0.0149664022941912,175
6,1112500,0.0597502405100419,0.0210875943766335,170
6,1412500,0.04570748021247,0.00990247831041718,187
6,362500,0.0529823838453502,0.016159122125345,183
6,1837500,0.0639725919663415,0.015672681949226,158
6,1587500,0.0343824447329984,0.0128453616083306,195
6,962500,0.0579555249925195,0.0164666869766144,200
6,637500,0.0583524970875044,0.0147601905228834,198
6,1762500,0.0494267656410699,0.0145777181256167,139
6,1062500,0.0491380918710329,0.0141768324254914,207
6,1237500,0.0461520797237624,0.0148536082029382,194
6,837500,0.053784758518575,0.0163104434337457,189
6,137500,0.0648792318271328,0.016303621155967,186
6,1362500,0.0376123450890456,0.0138475611994215,170
6,1087500,0.0499641422884278,0.0199179284103003,184
6,1187500,0.0465926665379583,0.0096239028962705,171
6,762500,0.0521454939286854,0.014558773652766,187
6,662500,0.0477484927455402,0.0138232825680812,204
6,1162500,0.0550005222734563,0.0156562445215461,189
6,1637500,0.058587506926018,0.0139111024046443,178
6,1437500,0.0612091138356079,0.0228515304886304,149
7,1362500,0.0428987898674916,0.0163482200105918,180
7,612500,0.0468081507956434,0.0138374435359778,198
7,112500,0.0794431091216621,0.0184792103574884,207
7,187500,0.0640220102413932,0.0238880956429646,201
7,987500,0.03395970131708,0.0154217564809455,185
7,712500,0.0408604401713573,0.0110463484835123,193
7,237500,0.0574550698809269,0.017300527230198,181
7,1587500,0.0350032373726954,0.0130747587242993,162
7,1462500,0.038342200635119,0.015047202104277,183
7,587500,0.0488883980444131,0.0157415285321518,222
7,1787500,0.0388218937956716,0.0149560160059113,164
7,1637500,0.0453604200282291,0.0168685596511454,156
7,1612500,0.033893325577352,0.0150256179552859,155
7,62500,0.0952909053581679,0.0198056676935208,229
7,1962500,0.0450318276723954,0.0127492644655116,175
7,787500,0.0457683885564774,0.0195613374693184,172
7,1112500,0.0367445573168976,0.0134310887005347,178
7,437500,0.0485112900740703,0.0160977333471577,195
7,762500,0.0491200747745558,0.0153558532245345,178
7,1037500,0.0391305126261172,0.013187607175199,189
7,562500,0.0493969313090687,0.0135166685045089,211
7,1387500,0.0515635183164318,0.0148651092831185,180
7,662500,0.0504846068926251,0.0146456158926355,189
7,1537500,0.0430615499894262,0.0151013308404763,181
7,1337500,0.0460720135878468,0.0156340474811812,187
7,1137500,0.0536356128119695,0.0162229938271606,195
7,637500,0.0440365634306458,0.0185978694280784,181
7,1512500,0.0349271564388537,0.014784081906271,169
7,1262500,0.0311808735469605,0.0108786560138408,191
7,1212500,0.048930870629826,0.011852461324557,193
7,1837500,0.0441274498342821,0.0132543270561419,160
7,337500,0.0521091335882837,0.0131222081095004,221
7,512500,0.066109008230641,0.0202293036076387,192
7,1062500,0.0423750643789379,0.0176339608310847,172
7,412500,0.0403339775572015,0.0137216592995183,194
7,362500,0.0658174589764478,0.0226915428264245,220
7,887500,0.0512126841536218,0.0148212133779692,181
7,162500,0.0716539434499851,0.0189738322576281,207
7,1012500,0.0390077019900265,0.0113388077369302,179
7,212500,0.057388470060589,0.0134242445876184,208
7,37500,0.0795718357053353,0.0215099894917016,214
7,487500,0.0545921848629652,0.0184297132110954,183
7,1412500,0.0437071495809123,0.0172289079469071,176
7,1087500,0.0438855191753104,0.0166882119807848,225
7,1287500,0.052326559952922,0.0125021066568831,170
7,737500,0.0502278816605992,0.0135973502453994,187
7,937500,0.0625583842259939,0.0189393939393939,193
7,912500,0.0468225991383711,0.0195055843912644,199
7,1187500,0.0421883438221686,0.0119464584841921,199
7,462500,0.0488137262963462,0.0152549154529353,183
7,1987500,0.0428041961129184,0.0113475177304965,165
7,12500,0.12380009423068,0.0288096457818974,282
7,1662500,0.0322731183387734,0.0128626113975454,163
7,1162500,0.0361673252762657,0.0118837990186558,194
7,1237500,0.0486715624091454,0.0130726626984628,178
7,537500,0.0533689767774078,0.0177722385312027,191
7,1712500,0.0365466150357598,0.0164139049331965,160
7,1737500,0.0428970435574806,0.0122342615364106,196
7,1687500,0.033843338023044,0.0107987795747497,164
7,1912500,0.0238654997694671,0.0111644068643721,134
7,287500,0.0580018964638767,0.0193851652718318,196
7,1937500,0.0335896649399293,0.0170687594389954,160
7,87500,0.0867964206315752,0.0212270570613921,210
7,862500,0.0491395972126906,0.0174440129029487,215
7,312500,0.0624867684752546,0.0156791659835219,224
7,687500,0.0350558856139999,0.00992364980208975,189
7,962500,0.03884695163163,0.0114748812989411,189
7,1862500,0.0553104440660817,0.0128788599830948,154
7,262500,0.067275785996401,0.024309485935404,197
7,137500,0.0495921696678806,0.0146549503391819,225
7,1437500,0.0441120003495336,0.0146800128402923,156
